Column,Peak Index,Left,Right,Mean,Width,Choice,PTM
N_22608,13,6,20,4213.266666666666,13,False,False
N_22608,74,73,83,4011.4545454545455,10,False,False
N_22608,0,152,166,5570.606,15,False,True
N_22608,1,140,155,4843.4619999999995,16,False,True
N_22608,2,163,179,6859.634,17,False,True
N_22608,3,162,178,6694.374,17,False,True
N_22608,4,137,148,4512.942,12,False,True
N_23261,68,60,72,4273.2307692307695,11,False,False
N_23261,95,87,100,4004.3571428571427,12,False,False
N_23261,160,151,163,4127.2307692307695,12,False,False
N_23261,235,224,254,4190.354838709677,29,False,False
N_23261,296,272,300,4248.0,28,False,False
N_23261,331,325,338,4101.714285714285,12,False,False
N_23261,0,363,383,4357.65,21,False,True
N_23261,1,364,385,4411.59,22,False,True
N_23261,2,364,385,4416.8099999999995,22,False,True
N_23261,3,356,381,4296.75,26,False,True
N_24197,24,22,34,4070.230769230769,11,False,False
N_24197,67,58,69,4234.25,11,False,False
N_24197,97,89,116,4633.678571428572,27,False,False
N_24197,190,183,193,4091.2727272727275,10,False,False
N_24197,265,254,267,4162.785714285715,13,False,False
N_24197,301,280,303,3976.7083333333335,23,False,False
N_24197,324,317,335,4411.631578947368,17,False,False
N_25159,0,3,33,4072.007,31,False,True
N_25159,1,22,39,4201.791,18,False,True
N_25159,2,0,11,3974.669,12,False,True
N_25159,3,45,65,4428.9130000000005,21,False,True
N_25159,4,67,85,5824.091,19,False,True
N_25159,5,78,99,6537.903,22,False,True
N_25652,9,3,14,4097.333333333333,10,False,False
N_25652,118,105,130,4365.5,24,False,False
N_25652,0,194,208,4595.421,15,False,True
N_25652,1,195,210,4718.757,16,False,True
N_25652,2,201,217,5088.764999999999,17,False,True
N_25652,3,208,226,5582.109,19,False,True
N_26694,0,1,11,3949.406,11,False,True
N_26694,1,10,28,4834.317999999999,19,False,True
N_26694,2,15,31,5055.546,17,False,True
N_26694,3,8,21,4644.6939999999995,14,False,True
N_26694,4,7,19,4518.278,13,False,True
N_26700,0,35,53,4048.773,19,False,True
N_26700,1,78,91,9069.843,14,False,True
N_26700,2,65,78,6283.959,14,False,True
N_26700,3,59,74,5733.261,16,False,True
N_26700,4,57,72,5538.897,16,False,True
N_26700,5,49,60,4437.501,12,False,True
N_28657,7,1,14,3923.0714285714284,12,False,False
N_28657,125,118,136,4537.684210526316,18,False,False
N_28657,167,166,183,4055.222222222222,17,False,False
N_28657,249,237,252,4274.0625,15,False,False
N_28657,0,124,134,4915.965,11,False,True
N_32741,20,6,24,4403.684210526316,18,False,False
N_32741,100,89,107,4183.0526315789475,18,False,False
N_32741,162,153,171,4129.105263157895,17,False,False
N_32741,183,177,189,4172.692307692308,12,False,False
N_32741,302,294,304,4007.5454545454545,10,False,False
N_32741,367,356,370,4086.4666666666667,14,False,False
N_32741,380,375,387,4114.615384615385,11,False,False
N_32741,504,493,510,4333.111111111111,17,False,False
N_32741,532,526,537,4245.583333333333,11,False,False
N_32741,650,645,656,4144.333333333333,10,False,False
N_32741,736,727,738,3929.0,11,False,False
N_32741,767,759,774,4010.5625,14,False,False
N_32741,794,782,799,4258.0,16,False,False
N_32741,825,804,835,4447.78125,30,False,False
N_32741,0,902,921,4501.157999999999,20,False,True
N_32741,1,900,923,4566.701999999999,24,False,True
N_32741,2,890,931,4665.018,42,False,True
N_32741,3,909,934,4763.334000000001,26,False,True
N_32741,4,914,936,4894.4220000000005,23,False,True
N_32741,5,924,938,5091.054,15,False,True
N_7213,46,43,55,4278.923076923077,12,False,False
N_7213,83,73,95,4019.8695652173915,22,False,False
N_7213,117,104,127,4118.166666666667,23,False,False
N_7213,157,146,164,4095.8947368421054,18,False,False
N_7213,161,146,164,4095.8947368421054,18,False,False
N_7213,193,187,204,4142.166666666667,16,False,False
N_7213,219,213,223,4199.818181818182,10,False,False
N_7213,239,230,245,4230.125,15,False,False
N_7213,310,307,319,4088.153846153846,12,False,False
N_7213,347,335,353,4882.473684210527,17,False,False
N_7213,362,330,372,4747.674418604651,41,False,False
N_7213,465,452,487,4247.5,35,False,False
N_7213,519,510,521,4050.6666666666665,11,False,False
N_7213,0,620,634,4998.3279999999995,15,False,True
N_7213,1,633,651,6588.728,19,False,True
N_7213,2,631,650,6429.688,20,False,True
N_7213,3,623,636,5252.7919999999995,14,False,True
N_7213,4,643,658,7606.584,16,False,True
N_7213,5,644,659,7829.24,16,False,True
N_740,30,19,42,4560.791666666667,22,False,False
N_740,72,65,77,4104.846153846154,12,False,False
N_740,104,95,115,4068.4285714285716,20,False,False
N_740,138,118,142,4060.76,23,False,False
N_740,156,147,160,4103.714285714285,13,False,False
N_740,0,194,212,5119.895,19,False,True
N_740,1,191,205,4803.955,15,False,True
N_740,2,191,203,4740.767,13,False,True
N_740,3,193,209,4930.331,17,False,True
N_740,4,207,220,5972.933,14,False,True
N_9146,25,17,33,4278.117647058823,16,False,False
N_9146,147,144,163,3962.9,19,False,False
N_9146,304,281,330,4839.6,49,False,False
N_9146,472,462,476,4258.0,14,False,False
N_9146,530,524,534,4116.727272727273,10,False,False
N_9146,567,560,572,4313.384615384615,12,False,False
N_9146,598,588,605,3989.9444444444443,17,False,False
N_9146,673,651,692,4297.285714285715,41,False,False
N_9146,902,895,914,4193.7,19,False,False
N_9146,949,947,967,3913.6190476190477,20,False,False
N_9146,1068,1064,1077,4165.0,13,False,False
N_9146,1197,1193,1206,4332.785714285715,13,False,False
N_9146,1282,1267,1284,4010.6666666666665,17,False,False
N_9146,1334,1324,1344,4466.952380952381,19,False,False
N_9146,1451,1421,1458,4500.8421052631575,36,False,False
N_9146,1495,1490,1509,4165.8,19,False,False
N_9146,1559,1551,1574,4122.333333333333,22,False,False
N_9146,1610,1603,1613,4121.727272727273,10,False,False
N_9146,1644,1625,1653,4034.689655172414,28,False,False
N_9146,0,1667,1686,5171.989,20,False,True
N_9146,1,1665,1684,5045.517,20,False,True
N_9146,2,1681,1702,6341.855,22,False,True
N_9146,3,1683,1703,6468.327,21,False,True
N_9146,4,1672,1688,5361.697,17,False,True
N_9146,5,1688,1706,6879.361,19,False,True
N_969,101,83,106,4375.75,23,False,False
N_969,157,151,161,4127.0,10,False,False
N_969,285,276,297,4643.0,21,False,False
N_969,335,322,370,4646.591836734694,48,False,False
N_969,0,336,366,4774.558999999999,31,False,True
